imdbid,role,talentid
0488604,actor,0000457
1267297,actor,0000457
1706620,actor,0000457
0397101,actor,0000457
1340800,actor,0000457
0160484,actor,0000457
1714915,actor,0000457
0167190,actor,0000457
0434409,actor,0000457
0114938,actor,0000457
0114287,actor,0000457
0238112,actor,0000457
0120584,actor,0000457
0409459,actor,0355097
0404203,actor,0355097
1234721,actor,0355097
1077368,actor,0355097
1179056,actor,0355097
0273435,actor,0001626
0140352,actor,0001626
0454848,actor,0001626
1532503,actor,0001626
1054606,actor,0001626
0268978,actor,0001626
0377992,actor,0001626
0365737,actor,0001626
0417001,actor,0001626
0219653,actor,0001626
1568346,actor,0001626
0402399,actor,0001626
0309912,actor,0001626
0472033,actor,0001626
0824758,actor,0001626
0410297,actor,0001626
0264472,actor,0001628
0465538,actor,0001628
0120663,actor,0001628
0312549,actor,0002084
0117071,actor,0002084
0308129,actor,0002084
0331525,actor,0002084
0203230,actor,0001473
0117381,actor,0001473
0489237,actor,0001473
0483726,actor,0001473
0367089,actor,0001473
0362269,actor,0001473
0112715,actor,0001473
0775529,actor,0001473
0401997,actor,0001473
0265349,actor,0001473
0289992,actor,0001473
0404032,actor,0001473
0120382,actor,0001473
0118548,actor,0001473
1216492,actor,0001475
0126029,actor,0001475
2639344,actor,0001475
0816692,actor,0001475
0800080,actor,0001570
0128442,actor,0001570
1151359,actor,0001570
0307901,actor,0001570
1748122,actor,0001570
0482572,actor,0001570
1596753,actor,0001570
0446755,actor,0001570
0116242,actor,0001570
0443543,actor,0001570
0120586,actor,0001570
0266452,actor,0001570
0289765,actor,0001570
0117381,actor,0001570
0171433,actor,0001570
0117318,actor,0001570
0227445,actor,0001570
1194173,actor,0001570
1423995,actor,0001570
0398027,actor,0001570
0317740,actor,0001570
0137523,actor,0001570
0486674,actor,0000576
0120112,actor,0000576
0112818,actor,0000576
0315733,actor,0000576
0120399,actor,0000576
1321870,actor,0000576
0119336,actor,0000576
0373926,actor,0000576
0277027,actor,0000576
0210382,actor,0000576
0977855,actor,0000576
0120863,actor,0000576
1013753,actor,0000576
0273689,actor,0000576
0158371,actor,0000576
0327056,actor,0000576
1440345,actor,0000576
0405676,actor,0000576
0478304,actor,0000576
0119174,actor,0000576
0465538,actor,0001574
1152397,actor,0001574
0253200,actor,0183822
1441951,actor,0183822
0492044,actor,0000515
0479140,actor,0000515
0408345,actor,0000515
0116410,actor,0000515
0375063,actor,0000515
0469263,actor,0000515
0481369,actor,0000515
0114194,actor,0000515
1839654,actor,0000515
0181865,actor,0001876
0137494,actor,0001876
0349903,actor,0001876
0171363,actor,0001876
0362227,actor,0001876
0472071,actor,0001876
0481141,actor,0001876
0165982,actor,0001876
0386140,actor,0001876
1235522,actor,0001876
0120746,actor,0001876
0138524,actor,0001876
0117331,actor,0001876
0299658,actor,0001876
0265029,actor,0001876
0361841,actor,0000870
0817230,actor,0000870
0112368,actor,0000870
0120484,actor,0000870
0427229,actor,0000870
1142798,actor,0000870
0120338,actor,0000870
1440161,actor,0000870
0259288,actor,0000870
1605783,actor,0000870
2103254,actor,0000870
0970416,actor,0000870
0119942,actor,0000870
0116095,actor,0000870
1179258,actor,0000870
0356443,actor,0000870
0257360,actor,0000870
0120879,actor,0001057
0357054,actor,0001057
0274558,actor,0001057
0448075,actor,0001057
0276751,actor,0001057
0167404,actor,0001057
1727388,actor,0001057
0765447,actor,0001057
0388125,actor,0001057
0975645,actor,0001057
0264472,actor,0001057
0345074,actor,0001057
0449059,actor,0001057
0117283,actor,0001057
1438176,actor,0001057
0114148,actor,0001373
0120004,actor,0001373
1001540,actor,0000719
0356443,actor,0000719
0181536,actor,0000719
2278388,actor,0000719
0271582,actor,0000719
0116583,actor,0001371
0253200,actor,0001364
0427969,actor,0001364
0413015,actor,0001364
0363473,actor,0001364
0113987,actor,0001364
0215750,actor,0001364
0112453,actor,0001364
1371155,actor,0001364
0117582,actor,0001364
0117038,actor,0001364
0483607,actor,0001364
0342258,actor,0001364
0362270,actor,0001378
0479537,actor,0001378
0120631,actor,0001378
0112744,actor,0001378
1024715,actor,0001378
0433412,actor,0001378
0265666,actor,0001378
0200669,actor,0001378
0309377,actor,0001378
0114113,actor,0001378
1185416,actor,0001378
0317303,actor,0001378
1306980,actor,0001378
0901476,actor,0005028
0240510,actor,0005028
0491152,actor,0005028
2870708,actor,0005028
0126261,actor,0005028
0954947,actor,0005028
1046163,actor,0005028
0397101,actor,0005028
2032557,actor,0005028
1440161,actor,0005028
0176783,actor,0005028
0318283,actor,0005028
0181875,actor,0005028
0350028,actor,0005028
0770752,actor,0005028
0251127,actor,0005028
0463034,actor,0005028
1656192,actor,0005023
0388500,actor,0005023
0360486,actor,0005023
0465580,actor,0005023
0118607,actor,0005023
0326769,actor,0005023
1023111,actor,0005023
0450259,actor,0005023
0399201,actor,0005023
1274300,actor,0005023
0476964,actor,0005024
2101341,actor,0005024
1535970,actor,0005024
1082601,actor,0005024
0371746,actor,0005024
0410097,actor,0005024
0225071,actor,0005024
0211933,actor,0005024
1742334,actor,0005024
0455782,actor,0005024
0475355,actor,0005024
0485985,actor,0005024
1392214,actor,0005024
0251114,actor,0005024
0430105,actor,0005024
2170593,actor,0005024
0426931,actor,0005024
0208003,actor,0005024
0168501,actor,0005024
0417225,actor,0005024
0119313,actor,0001687
0808417,actor,0001687
0772157,actor,0001687
0145734,actor,0001687
0397101,actor,0001687
0125454,actor,0001687
0332280,actor,0001687
0114496,actor,0001687
0364045,actor,0001687
1078912,actor,0010736
0337692,actor,0010736
2083383,actor,0010736
1216492,actor,0010736
0964517,actor,0010736
0472062,actor,0010736
0918927,actor,0010736
1798709,actor,0010736
0372532,actor,0010736
0461770,actor,0010736
1800241,actor,0010736
1204342,actor,0010736
0360016,actor,0010736
1126590,actor,0010736
1560747,actor,0010736
1135503,actor,0010736
0770828,actor,0010736
0467110,actor,0010736
0862846,actor,0010736
0131369,actor,0000476
1142433,actor,0000474
1234721,actor,0000474
0967945,actor,0000474
0119396,actor,0000474
0141109,actor,0000474
0469689,actor,0000474
0400497,actor,0000474
1386588,actor,0000474
0361620,actor,0000474
0118966,actor,0000474
0117108,actor,0000474
0375210,actor,0000474
0443489,actor,1617685
0416212,actor,1617685
2113075,actor,1617685
1425922,actor,1617685
0116999,actor,0000473
0337741,actor,0000473
0141907,actor,0000473
0356680,actor,0000473
0123209,actor,0000473
2465146,actor,0000473
0113041,actor,0000473
0116313,actor,0000473
0951216,actor,0000473
0490084,actor,0000473
1931435,actor,0000473
0162983,actor,0000473
1730687,actor,0000473
1126618,actor,0000473
0422295,actor,0000375
0113321,actor,0000375
2395427,actor,0000375
0443706,actor,0000375
2883512,actor,0000375
0473488,actor,0000375
0185014,actor,0000375
0988045,actor,0000375
0942385,actor,0000375
0120873,actor,0000375
1872194,actor,0000375
1228705,actor,0000375
0165643,actor,0000375
0314676,actor,0000375
0848228,actor,0000375
0821642,actor,0000375
1300854,actor,0000375
0348836,actor,0000375
1515091,actor,0000375
0120710,actor,0000375
0114279,actor,0000375
0119196,actor,0000375
0373469,actor,0000375
0423977,actor,0000375
0119832,actor,0000375
0371746,actor,0000375
1231583,actor,0000375
0405296,actor,0000375
0114272,actor,0000375
0113862,actor,0000377
0116683,actor,0000377
0464154,actor,0000377
0246500,actor,0000377
0376890,actor,0000377
0409182,actor,0000377
0865559,actor,0000377
0198386,actor,0000377
0116953,actor,0000377
0472200,actor,0769311
0889595,actor,0769311
0113188,actor,0769311
0320244,actor,0769311
0120646,actor,0000155
1405500,actor,0000155
0430779,actor,0000155
0115580,actor,0000155
0763304,actor,0000155
0250687,actor,0000155
0116410,actor,0000155
0115725,actor,0000155
0120703,actor,0000155
0116168,actor,0000155
0112571,actor,0000155
0118883,actor,0000154
0120753,actor,0000154
2002718,actor,0000154
2333784,actor,0000154
1321860,actor,0000154
0277434,actor,0000154
0114148,actor,0000154
0314676,actor,0000154
1226273,actor,0000154
0187393,actor,0000154
0117438,actor,0000154
0122151,actor,0000154
0207201,actor,0000154
0112573,actor,0000154
0120630,actor,0000154
0120784,actor,0000154
0286106,actor,0000154
0800027,actor,0000151
0285531,actor,0000151
2978462,actor,0000151
0315824,actor,0000151
0304328,actor,0000151
2302755,actor,0000151
0114369,actor,0000151
0164334,actor,0000151
2872732,actor,0000151
1483013,actor,0000151
1839654,actor,0000151
0118607,actor,0000151
0825232,actor,0000151
1564349,actor,0000151
0115857,actor,0000151
0120696,actor,0000151
0164212,actor,0000151
0119468,actor,0000151
0114069,actor,0000151
0120647,actor,0000151
0315327,actor,0000151
0350261,actor,0000151
2209764,actor,0000151
0171580,actor,0000151
1204975,actor,0000151
0425210,actor,0000151
0257756,actor,0000151
0117071,actor,0000151
0164184,actor,0000151
1057500,actor,0000151
0452623,actor,0000151
0405159,actor,0000151
0413099,actor,0000151
0428803,actor,0000151
0342258,actor,0000151
1245526,actor,0000151
0493464,actor,0000151
1065073,actor,0000099
0112495,actor,0000099
0116324,actor,0000099
0185431,actor,0000099
0119219,actor,0000099
0145531,actor,0000099
0116922,actor,0000099
1817676,actor,0000099
0163988,actor,0000099
0117582,actor,0000099
0118789,actor,0000620
0458481,actor,0000620
0285823,actor,0000620
1125849,actor,0000620
1228705,actor,0000620
1253864,actor,0000620
0401792,actor,0000620
0283003,actor,0000620
0457495,actor,0000620
0421054,actor,0000620
0119013,actor,0000620
1396221,actor,0000620
0865554,actor,0000620
0472126,actor,0000090
0139809,actor,0000090
0765443,actor,0000090
0963178,actor,0000090
0808151,actor,0000158
0362227,actor,0000158
0338348,actor,0000158
0477302,actor,0000158
0117887,actor,0000158
0120815,actor,0000158
0112384,actor,0000158
0472062,actor,0000158
1535109,actor,0000158
0264464,actor,0000158
0120689,actor,0000158
0382625,actor,0000158
0435761,actor,0000158
2140373,actor,0000158
0335245,actor,0000158
0114709,actor,0000158
0162222,actor,0000158
1371111,actor,0000158
1583420,actor,0000158
0257044,actor,0000158
0128853,actor,0000158
0120363,actor,0000158
0460810,actor,0000158
0356910,actor,0000093
0114369,actor,0000093
1764234,actor,0000093
0117665,actor,0000093
0119643,actor,0000093
0496806,actor,0000093
0137523,actor,0000093
0236493,actor,0000093
0349903,actor,0000093
0165982,actor,0000093
0114746,actor,0000093
2713180,actor,0000093
0421715,actor,0000093
0361748,actor,0000093
0332452,actor,0000093
1210166,actor,0000093
1001526,actor,0000093
0120102,actor,0000093
0443680,actor,0000093
0887883,actor,0000093
0208092,actor,0000093
0240772,actor,0000093
0816711,actor,0000093
0449467,actor,0000093
0266987,actor,0000093
0118972,actor,0000093
0478304,actor,0000093
0405676,actor,0749263
1130884,actor,0749263
0844286,actor,0749263
0842926,actor,0749263
1670345,actor,0749263
0466893,actor,0749263
0369339,actor,0749263
1100089,actor,0749263
2395427,actor,0749263
0443706,actor,0749263
0245562,actor,0749263
0848228,actor,0749263
0831884,actor,0749263
0203230,actor,0749263
0314412,actor,0749263
0199626,actor,0749263
0861689,actor,0749263
0272020,actor,0749263
0264150,actor,0749263
0337563,actor,0749263
0361309,actor,0749263
0425123,actor,0749263
0398375,actor,0749263
1655460,actor,0000257
0109370,actor,0000257
0471042,actor,0000257
0416185,actor,0000257
1073241,actor,0000257
1054588,actor,0000257
0207201,actor,0000257
0119592,actor,0000257
0116095,actor,0000254
0310778,actor,0000254
0264472,actor,0000255
0119217,actor,0000255
0473705,actor,0000255
0338337,actor,0000255
0120655,actor,0000255
0427969,actor,0000255
0213149,actor,0000255
0300051,actor,0000255
0261392,actor,0000255
0141098,actor,0000255
0113749,actor,0000255
1024648,actor,0000255
0120591,actor,0000255
2267998,actor,0000255
0287978,actor,0000255
0252028,actor,0000255
0186894,actor,0000255
0299930,actor,0000255
0137338,actor,0000255
0184858,actor,0000255
1225822,actor,0000255
0840361,actor,0000255
1172991,actor,0000255
2364841,actor,0000255
0361596,actor,0000255
0164184,actor,0000255
0307453,actor,0000250
0171580,actor,0000250
0482546,actor,0000250
0309530,actor,0000250
0352248,actor,0000250
0299658,actor,0000250
0317198,actor,0000250
1095174,actor,0000250
0389790,actor,0000250
0243155,actor,0000250
0116695,actor,0000250
1185431,actor,0000250
0800308,actor,0000250
0120596,actor,0000250
0118163,actor,0000250
0159365,actor,0000250
0283139,actor,0000250
0379865,actor,0000250
0120776,actor,0000250
0183505,actor,0000250
0795351,actor,0000250
0239949,actor,0000398
0443272,actor,0000398
0116260,actor,0000398
0333780,actor,0000398
0448166,actor,0000398
0116552,actor,0000398
0283084,actor,0000651
1194263,actor,0000651
0113211,actor,0000651
0369436,actor,0000651
0429573,actor,0000651
0875705,actor,0000651
0118564,actor,0000651
0124298,actor,0000651
0247425,actor,0000651
0377109,actor,0000651
0166896,actor,0000651
0164085,actor,0000657
0433383,actor,0000657
0440963,actor,0000657
0443272,actor,0000657
0896872,actor,0000657
0416236,actor,0000657
0124879,actor,0000657
0488120,actor,0000657
1049402,actor,0000657
0758794,actor,0000657
0113691,actor,0000657
0216799,actor,0000657
0815245,actor,0000657
1274300,actor,0000657
0315297,actor,0000657
0339291,actor,0000658
1322269,actor,0000658
0918927,actor,0000658
2180411,actor,0000658
0116999,actor,0000658
0458352,actor,0000658
0387514,actor,0000658
0795421,actor,0000658
1535438,actor,0000658
0112579,actor,0000658
0268126,actor,0000658
0891527,actor,0000658
0115645,actor,0000658
0120776,actor,0000658
0435651,actor,0000658
1135503,actor,0000658
0804522,actor,0000658
1007029,actor,0000658
1230414,actor,0000658
0274558,actor,0000658
0432283,actor,0000658
0368008,actor,0000658
0429589,actor,0000658
0420087,actor,0000658
0166943,actor,0000658
0970866,actor,0000659
0117057,actor,0000659
1694020,actor,0000659
0290002,actor,0000659
